,Name,App_id,Avg_Players,Gain,Perc_Gain,Peak_Players,Last 30 Days,April 2021,March 2021,February 2021,January 2021,December 2020,November 2020,October 2020,September 2020,August 2020,July 2020,June 2020,May 2020,April 2020,March 2020,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,January 2019,December 2018,November 2018,October 2018,September 2018,August 2018,July 2018,June 2018,May 2018,April 2018,March 2018,February 2018,January 2018,December 2017,November 2017,October 2017,September 2017,August 2017,July 2017,June 2017,May 2017,April 2017,March 2017,February 2017,January 2017,December 2016,November 2016,October 2016,September 2016,August 2016,July 2016,June 2016,May 2016,April 2016,March 2016,February 2016,January 2016,December 2015,November 2015,October 2015,September 2015,August 2015,July 2015,June 2015,May 2015,April 2015,March 2015,February 2015,January 2015,December 2014,November 2014,October 2014,September 2014,August 2014,July 2014,June 2014,May 2014,April 2014,March 2014,February 2014,January 2014,December 2013,November 2013,October 2013,September 2013,August 2013,July 2013,June 2013,May 2013,April 2013,March 2013,February 2013,January 2013,December 2012,November 2012,October 2012,September 2012,August 2012,July 2012,birth
4930,The Bonfire 2: Uncharted Shores,1155880,0.0,0.0,1.0,0.0,+3.23,88.12,-39.9,-43.06,40.59,36.44,-22.95,-58.01,-81.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2020
4931,Hentai Mosaique Vip Room,1035610,0.0,0.0,1.0,0.0,-34.78,77.52,-42.47,62.1,-19.18,3.93,62.04,-29.73,-41.09,285.11,-21.23,22.12,9.87,33.24,-48.44,-27.75,-11.55,21.94,27.54,-33.51,93.18,-29.28,36.69,-18.14,-80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2019
4932,Heavy Bullets,297120,0.0,0.0,1.0,0.0,+89.62,12.79,-36.0,-15.79,-8.56,14.91,5.64,6.59,17.72,-18.68,1.56,-17.1,-30.53,49.79,17.1,-2.03,2.2,-2.92,25.76,-41.11,21.74,+18.53,-12.91,+33.49,-1.51,-7.89,4.88,-14.44,-5.69,-6.38,34.52,6.18,-23.29,-23.73,-18.23,-37.98,139.56,-17.7,-19.37,6.11,13.87,2.2,21.99,12.72,-1.09,-46.55,-6.95,-22.3,115.88,-5.7,-5.32,-19.5,-16.85,-17.86,67.14,-0.83,-33.32,4.41,-7.48,-29.59,90.78,-13.86,-11.41,-27.37,-13.22,-25.87,111.92,-8.29,-47.43,119.39,-36.28,-30.91,-45.71,51.4,174.6,-15.22,-25.03,26.11,-24.59,-18.47,482.81,-44.24,10.47,-56.98,,,,,,,,,,,,,,,,,,,,,,,,May 2014
4933,Serious Sam 3 VR: BFE,567670,0.0,0.0,1.0,0.0,+41.87,-24.35,9.73,-3.44,12.65,5.41,-9.75,0.65,16.0,-25.61,22.95,-35.84,40.13,3.28,-26.48,-17.05,-12.31,15.87,19.9,-7.37,-6.51,-38.52,29.69,+46.53,-4.29,-30.83,-16.49,-4.81,-8.99,49.59,36.35,-8.65,-11.57,-2.88,-18.19,2.45,26.6,14.84,-26.38,-21.94,-7.88,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2017
4934,Sumerians,1079510,0.0,0.0,1.0,0.0,-16.16,-35.29,19.75,-47.64,-68.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
4935,Orion Sandbox Enhanced,929670,0.0,0.0,1.0,0.0,+15.17,-12.78,-2.53,-2.92,35.31,0.65,14.69,-22.62,-1.56,-15.32,15.24,-6.94,-12.98,-0.95,42.21,36.96,-20.07,54.9,10.76,-2.68,-6.01,-15.43,8.42,-23.04,18.42,+5.78,23.17,-10.23,1.95,3.32,-14.39,-28.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2018
4936,Mushroom Wars,431250,0.0,0.0,1.0,0.0,-2.60,16.04,-0.61,6.61,-1.81,-9.66,16.06,5.68,1.48,6.92,-8.22,-42.12,40.43,24.88,13.18,-10.91,3.16,14.59,-45.13,50.6,72.06,-38.42,11.34,+69.28,-20.9,-20.88,-5.76,-5.0,-22.97,29.44,24.87,2.67,-23.23,-49.74,7.22,47.1,-23.25,-34.75,-14.91,57.58,3.25,-5.78,-53.68,205.17,-16.19,-51.74,+8.92,-10.82,27.88,200.01,-18.07,-40.32,-9.89,+4.81,-36.15,50.79,30.61,-26.31,4.6,39.07,-71.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2016
4937,Pixel Game Maker MV Demo,1162550,0.0,0.0,1.0,0.0,+59.70,-32.43,-24.21,45.36,12.72,16.99,2.13,-17.08,-36.62,-14.62,30.6,-31.19,30.84,23.44,2.01,-30.26,22.81,26.91,-19.73,-45.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019
4938,Zup! 2,562220,0.0,0.0,1.0,0.0,+11.19,-24.95,-17.73,36.92,-34.98,40.87,112.82,7.92,-26.6,-67.88,55.17,95.16,3.15,37.72,-9.74,-44.08,16.74,102.12,19.42,47.57,-45.82,-75.93,-11.7,+272.57,-1.27,+29.22,-24.99,-25.95,-4.77,55.97,-2.48,-39.49,25.82,-48.15,-22.24,96.47,-0.26,-37.43,-0.76,-14.81,-43.65,103.49,0.91,-15.99,40.05,-54.18,-14.71,33.48,23.25,-10.16,-40.57,-43.25,-39.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2016
4939,Meritocracy of the Oni & Blade,885940,0.0,0.0,1.0,0.0,+14.68,-3.06,-24.64,-9.24,10.32,-5.56,28.31,-10.12,-5.79,-35.97,13.55,-16.47,11.77,6.33,9.17,-32.64,-3.45,-3.19,-9.66,93.51,-14.33,-31.24,-15.17,-27.40,41.36,-4.22,-22.62,-17.65,5.47,-19.58,-67.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2018
4940,Jagged Alliance Gold,283270,0.0,0.0,1.0,0.0,-15.50,-20.16,38.28,-14.46,-11.57,3.87,-10.2,-16.31,17.88,16.62,7.11,-24.78,-4.87,1.08,7.54,40.32,-17.28,34.95,16.65,-23.41,-8.0,+16.13,-11.13,+11.66,-3.09,+17.16,8.83,-28.95,-4.21,81.07,-47.34,14.36,-9.14,-15.54,37.75,21.47,-17.97,-17.37,13.0,27.83,-17.68,20.79,9.76,46.52,-14.94,-32.13,-8.02,69.76,-27.42,10.61,1.47,-30.69,36.0,-13.40,24.94,-3.23,-18.13,37.72,60.64,-5.09,-17.17,-24.62,-4.06,-22.12,-0.05,-32.48,63.0,-26.22,51.74,28.83,5.56,39.19,-52.95,37.08,29.91,-32.65,38.78,-16.38,33.92,15.31,-62.55,61.62,-34.08,-12.53,-23.98,,,,,,,,,,,,,,,,,,,,,,,April 2014
4941,Rustissimo,1222580,0.0,0.0,1.0,0.0,+2.84,-41.55,-43.84,-12.54,355.88,45.97,17.31,-37.64,14.76,-41.43,98.24,-36.98,9.21,64.18,-6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2020
4942,Killing Room,407560,0.0,0.0,1.0,0.0,+3.54,-14.8,-9.42,-19.32,24.69,-12.27,41.24,-1.8,-23.51,-2.9,6.44,29.1,-9.74,-8.76,7.56,-46.58,97.53,16.45,28.92,-6.91,-8.54,-27.18,22.61,-4.61,0.28,-24.58,59.56,-32.69,-12.04,7.5,51.61,-12.87,-5.78,-16.95,-12.9,0.73,15.34,-39.89,10.8,2.52,1.8,54.15,-37.19,7.4,26.87,-20.53,-0.82,-0.92,-12.42,-13.3,-33.83,-20.49,-39.95,-54.17,38.92,12277.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2016
4943,WayOut,551110,0.0,0.0,1.0,0.0,+76.62,-87.7,611.52,-17.79,34.48,-18.34,16.72,6.49,-39.87,-0.66,115.27,0.59,-13.44,61.82,-40.51,32.28,-3.41,56.56,20.75,27.32,-43.06,-3.68,-36.56,+47.01,-12.84,+10.24,9.77,-17.96,78.35,-5.93,-18.68,-1.65,-19.79,-10.41,-40.31,132.63,-34.53,-9.3,7.85,-27.04,-29.91,53.33,-30.35,42.71,19.48,-62.27,+40.10,55.09,-56.73,14.56,7.5,-48.69,114.13,-36.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2016
4944,Volleyball Unbound,518040,0.0,0.0,1.0,0.0,-5.00,-7.09,43.18,-17.65,-6.06,-25.01,18.45,32.25,-26.78,24.58,-19.74,-7.77,-7.7,14.51,37.49,29.43,-11.76,9.64,19.23,-6.96,-10.49,-18.54,45.92,-34.96,19.33,+3.26,-19.74,35.55,15.76,-8.57,-15.96,48.56,-7.25,-27.49,0.76,1.0,14.22,1.72,-9.62,2.28,23.23,27.27,-8.54,6.73,20.12,-23.81,+3.16,51.71,-18.19,14.01,-4.86,-33.72,-41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2016
4945,Ecosystem Demo,1152030,0.0,0.0,1.0,0.0,-35.88,-80.09,143.97,38.95,-7.78,-35.07,-39.1,257.81,-15.59,36.77,-5.21,-19.83,94.37,-32.51,35.88,-42.8,11.75,-16.41,-46.82,-75.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019
4946,Fight'N Rage,674520,0.0,0.0,1.0,0.0,-15.24,-26.66,4.74,9.3,-5.59,-0.96,-9.21,-46.59,57.51,-5.62,29.35,-42.26,56.26,-12.8,-17.06,-16.29,64.75,-2.34,8.59,-43.8,163.01,-44.95,44.69,-15.28,-7.67,-63.94,97.6,111.09,-6.22,14.95,19.37,-53.45,375.72,-54.71,30.57,-51.65,64.85,-7.84,15.39,-45.2,-6.83,-20.05,-13.68,-28.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
4947,Trillion,451780,0.0,0.0,1.0,0.0,+7.14,14.73,-22.87,-3.26,4.62,20.45,-14.0,-21.07,-13.71,-19.91,14.37,-12.79,2.16,2.88,14.94,-22.48,-32.16,-47.45,-6.73,493.56,-24.53,-0.05,-4.92,-26.62,-25.72,+141.58,-22.44,-50.49,12.04,-12.26,151.16,5.68,-8.3,-44.77,4.02,-13.47,43.62,17.06,-36.13,-59.93,25.3,16.45,70.85,-7.01,-29.58,-41.21,+16.61,243.73,-30.98,-7.2,-29.54,-69.38,5.7,-54.39,7472.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2016
4948,Faerie Solitaire Harvest,348910,0.0,0.0,1.0,0.0,-14.59,-32.55,-10.67,-3.74,4.65,22.54,39.0,-28.64,8.92,-30.81,13.86,39.15,-48.48,26.65,-20.46,-11.08,33.07,4.62,-23.43,12.09,-0.91,+0.43,5.02,-37.00,-51.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2019
4949,Panzer Strategy,769950,0.0,0.0,1.0,0.0,-11.84,-32.71,-7.0,-6.79,-4.64,11.88,3.08,-17.55,23.48,7.79,-31.38,-11.62,-24.04,-34.58,13.09,3.7,35.19,-39.08,48.43,-13.3,4.3,-34.46,63.43,-32.45,30.88,-35.61,7.41,-14.98,7.37,11.94,-27.04,-58.07,1464.8,9.49,321.61,-16.22,67.89,-65.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2018
4950,TAISHO x ALICE episode 2,1336060,0.0,0.0,1.0,0.0,+31.97,-60.27,102.0,-14.07,32.04,6.31,-44.0,-67.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2020
4951,10000000,227580,0.0,0.0,1.0,0.0,-6.91,15.31,3.2,-14.32,13.09,5.14,4.26,0.65,14.32,-26.03,5.68,-20.86,-14.17,-28.18,118.8,-30.45,-13.59,-22.35,134.58,6.67,14.97,-42.31,9.22,+12.47,-11.49,-45.85,100.84,-22.49,10.97,12.12,27.6,-17.46,-4.92,3.48,1.32,-29.24,-4.78,6.55,-35.41,39.06,2.39,9.17,27.09,-20.09,-11.85,-51.04,+15.63,103.93,16.26,-21.1,-8.87,-14.03,10.5,+0.45,0.26,-8.13,-34.66,-75.16,172.8,179.14,-10.49,+26.95,-20.14,-36.74,5.77,51.56,16.29,7.16,-9.94,-20.06,-46.5,31.4,36.45,-12.52,-19.47,-11.33,-21.48,-4.06,20.65,40.8,-14.43,-20.58,-0.78,17.76,-22.18,-16.15,-82.91,829.54,13.87,+10.84,-10.94,-0.49,-20.48,-20.53,-8.22,-41.36,-18.95,-44.18,-31.81,-81.81,,,,,,,,January 2013
4952,Druidstone: The Secret of the Menhir Forest,954650,0.0,0.0,1.0,0.0,+18.14,-30.73,-39.19,-29.7,-0.5,11.43,125.94,-11.16,-36.96,-56.33,71.61,-22.45,-75.27,688.99,-13.41,-34.55,-19.05,37.61,47.84,-57.52,-40.41,+1.29,-3.09,-81.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2019
4953,Steam 360 Video Player,613220,0.0,0.0,1.0,0.0,-15.64,1.06,22.76,-13.19,12.29,18.27,6.12,15.76,-16.24,-6.23,8.58,-22.53,-17.32,-7.49,26.23,14.7,-19.3,-30.52,-30.41,-14.96,-15.38,-44.09,42.24,+23.93,28.49,-11.20,-27.95,-1.93,8.65,19.69,-2.65,-7.52,9.99,-2.78,9.62,-13.86,13.82,-11.86,7.17,-20.05,-5.0,-2.0,4.95,10.2,-6.81,4.27,-9.38,-42.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2017
4954,Tony Hawk's Pro Skater HD,207210,0.0,0.0,1.0,0.0,+15.14,19.58,-29.57,18.17,-0.63,-27.64,-2.45,-54.43,3.48,40.93,-45.27,-23.5,87.17,7.57,34.93,4.2,0.41,18.94,5.7,-12.12,-14.62,+8.54,-0.87,-6.94,-2.45,+6.79,0.83,-3.47,1.84,-1.03,-7.92,4.72,-5.06,-10.37,3.3,-7.75,-3.48,-3.66,-4.5,0.56,-12.48,-6.62,-11.02,-14.64,-33.33,-72.59,+234.66,104.73,-23.15,8.67,-26.9,-5.7,23.23,-4.46,24.36,-20.41,25.42,-9.5,7.72,-16.71,-49.09,+105.33,13.53,-1.78,18.29,-6.8,-38.47,20.27,13.41,-2.06,-11.25,-37.68,116.7,-0.49,-3.43,-3.95,4.46,2.19,0.37,-13.24,-13.7,-5.21,-17.72,-61.42,261.22,10.2,-10.5,9.79,16.95,+23.33,-15.03,-48.77,+100.10,-0.17,-2.35,+12.82,-9.86,-14.50,-20.55,-42.77,-26.25,+59.06,-28.28,-76.50,,,,September 2012
4955,Premium Bowling,898580,0.0,0.0,1.0,0.0,-20.66,-14.06,-12.26,-1.42,17.26,13.56,29.39,-16.35,-6.15,-2.52,-0.18,-30.57,-15.91,121.44,5.11,-10.75,-10.39,7.88,42.14,85.9,-1.87,-40.89,43.03,+18.24,-14.11,-27.00,-11.65,17.35,26.29,44.44,-2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2018
4956,Eleanor 3,1116340,0.0,0.0,1.0,0.0,-29.95,0.34,-10.79,-62.66,691.13,0.33,26.47,-0.7,-0.22,-21.02,21.44,-4.81,-19.77,-29.74,48.04,-10.71,-9.57,-27.55,2.3,-53.75,-71.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2019
4957,Torchance 6,1460120,0.0,0.0,1.0,0.0,+1.03,-17.84,14.61,-0.17,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
4958,Vampires' Melody,1377360,0.0,0.0,1.0,0.0,-36.07,28.93,-58.98,84.98,-33.45,3.47,-60.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
4959,Pinball Deluxe: Reloaded,678310,0.0,0.0,1.0,0.0,+7.87,15.17,16.39,18.05,-19.74,3.43,17.97,-11.0,0.56,2.59,25.52,-18.41,23.61,-8.28,10.57,-3.34,7.97,-23.53,25.02,17.36,-8.59,-1.17,2.67,+46.82,17.72,-1.13,-29.07,43.22,-25.31,3.54,19.49,-19.36,4.12,-14.84,52.98,1.99,-5.07,-6.62,18.29,-21.75,55.09,4.55,-33.87,208.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2017
4960,ZanZarah: The Hidden Portal,384570,0.0,0.0,1.0,0.0,+19.52,8.11,-21.48,-0.89,-3.54,14.73,-8.6,19.97,0.53,-10.57,-19.31,-20.99,-24.99,71.0,13.71,3.1,-2.03,6.11,5.38,17.02,-22.01,-4.61,26.02,+37.04,-15.59,-1.34,-0.67,-26.08,31.37,-9.94,-19.11,69.55,0.8,-24.72,36.83,-8.11,-43.3,44.07,-13.25,53.77,9.13,-52.94,140.91,30.46,-35.63,-8.33,+21.07,11.98,-3.43,-12.74,-6.81,-15.66,-47.48,+181.47,-16.11,34.86,-44.22,23.32,-20.17,92.3,-7.56,-4.60,-31.99,-21.04,27.55,0.55,2.01,-36.37,-70.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2015
4961,Wet Girl,1008710,0.0,0.0,1.0,0.0,+168.87,-18.49,-39.46,10.43,26.23,6.04,-23.13,99.39,-4.4,-47.83,13.27,-16.93,-15.9,55.29,-18.21,-42.47,35.87,101.62,-18.31,43.76,5.73,-71.15,17.5,+7.32,-56.87,+4270.89,-45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2019
4962,Enigmatis 2: The Mists of Ravenwood,284770,0.0,0.0,1.0,0.0,-29.21,-15.82,-9.31,-28.39,56.24,6.45,8.34,-12.19,42.47,-31.16,-23.11,-3.17,-24.16,57.79,-11.98,26.68,-9.11,10.94,63.35,-33.03,74.26,-45.46,-20.98,+83.73,-37.72,+67.88,-27.06,2.78,0.66,4.63,24.95,-19.37,-15.6,12.74,-0.67,4.67,8.47,-10.53,-28.57,-16.49,1.85,57.25,-14.39,18.61,-30.13,-16.12,+62.77,21.73,-22.51,-12.45,-7.97,-32.04,18.94,+0.95,66.09,-29.49,-48.73,67.62,-9.48,86.85,-8.93,-28.57,-3.52,2.69,-39.12,65.1,-23.91,58.14,-47.37,146.64,-2.56,-2.5,70.15,-38.09,19.28,-45.26,-31.75,1.23,-10.45,83.91,-33.27,24.85,4.7,,,,,,,,,,,,,,,,,,,,,,,,,June 2014
4963,Pixel Heroes: Byte & Magic,338320,0.0,0.0,1.0,0.0,+19.33,-38.44,32.24,-9.35,-5.96,24.75,-25.25,-27.73,-50.07,233.16,-0.99,-18.28,-12.48,-8.36,81.41,-19.95,12.1,-16.08,-5.58,-2.37,0.03,+24.77,-35.88,+118.78,-13.21,-2.30,-0.84,-18.73,-8.55,-20.04,-23.87,-53.24,122.05,-13.68,-5.81,-8.94,110.25,-3.43,-3.18,-24.09,-13.68,55.01,-21.93,-18.41,2.03,-10.71,-15.74,-18.72,33.44,30.98,-27.59,-2.95,24.02,-3.90,-9.64,-4.07,-11.92,-44.09,50.8,4.79,19.89,-54.42,-25.88,-13.87,112.36,17.77,-29.45,-57.33,303.48,-38.68,-75.46,511.77,20.54,-73.58,-41.75,15539.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2015
4964,Supreme Ruler 1936,244410,0.0,0.0,1.0,0.0,-26.04,-37.85,113.33,-24.42,14.23,39.59,-31.14,-1.87,-18.43,25.53,41.25,-56.64,84.34,12.39,-16.96,-19.31,2.24,-0.13,19.65,7.67,-11.59,-2.16,13.52,+9.53,1.41,-15.16,11.64,-29.62,-15.12,24.08,-2.57,3.27,-18.61,-39.22,94.76,5.17,-17.98,-16.85,6.57,-1.52,-5.89,4.19,0.14,-13.27,-21.31,29.12,+9.14,-6.08,-3.42,9.35,-16.68,-4.85,2.13,+35.62,-36.56,5.94,22.9,-1.2,-26.55,-1.39,-4.21,-18.06,-3.92,-27.7,-18.33,103.21,1.07,2.98,-7.44,-10.22,-9.77,3.18,-18.35,-0.81,-2.32,-18.98,-3.27,-1.5,-0.79,-37.45,-20.46,28.48,-17.53,-29.61,124.54,-28.15,-7.75,14.44,23.74,,,,,,,,,,,,,,,,,,,December 2013
4965,Niplheim's Hunter - Branded Azel,965670,0.0,0.0,1.0,0.0,+11.37,-23.3,51.64,39.43,-8.64,-5.27,19.69,16.62,-33.8,-1.04,-10.75,6.93,6.71,-73.73,633.02,-51.93,-1.59,-33.45,796.67,-63.65,42.78,-17.50,14.78,-27.52,5.57,-30.96,-33.74,-86.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2019
4966,Seed of Evil,892760,0.0,0.0,1.0,0.0,+18.40,32.41,-24.78,53.93,-2.44,-5.1,34.76,1.81,-26.14,-12.8,-28.16,45.19,4.43,-42.78,65.58,-26.75,24.87,-12.77,-3.91,15.2,-28.66,-21.07,11.98,-10.70,18.31,+14.88,-41.2,-27.36,13.49,-71.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2018
4967,Just Ignore Them,561770,0.0,0.0,1.0,0.0,+295.56,-12.82,-48.25,-7.1,16.43,67.27,-23.51,-44.47,74.44,15.89,53.74,19.1,-47.31,52.16,-6.62,54.8,-32.49,13.02,-11.52,71.08,-37.07,+68.28,-47.05,+8.12,-10.12,-3.78,-54.84,17.72,-59.38,298.72,45.61,-2.02,53.29,-61.64,24.97,-34.93,128.52,-50.0,-1.94,29.45,-18.89,52.19,2.39,-34.49,38.01,-54.88,+24.47,-43.09,253.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2017
4968,UNLOVED,321270,0.0,0.0,1.0,0.0,-10.14,-14.04,78.83,-25.47,22.07,-32.63,-0.27,-3.68,-8.57,-6.91,26.48,-40.4,18.73,-25.33,-38.73,5.43,36.11,165.93,26.87,4.35,-6.84,-3.76,-32.84,-15.86,105.53,-34.32,25.0,-44.99,139.31,-19.85,-27.1,-6.5,-28.67,25.91,-40.23,-7.23,57.67,80.76,-47.0,1.99,-14.24,-19.75,9.73,30.09,18.8,-8.07,+9.50,-3.07,-36.05,-7.38,136.3,-30.78,-2.59,-34.60,-63.38,589.75,114.46,-15.39,-40.72,20.16,10.07,-30.68,117.27,-32.34,40.16,44.29,-18.52,7.02,-49.78,48485.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2015
4969,Fatal Twelve,620210,0.0,0.0,1.0,0.0,-3.94,65.23,-31.32,-14.76,9.2,-10.87,8.54,79.32,-18.03,-50.58,65.08,-27.34,-42.13,154.43,28.33,-25.68,-7.52,104.09,33.81,21.07,35.81,-63.14,50.31,-10.25,8.52,-0.49,-36.7,5.75,-9.8,5.69,30.81,-15.53,-37.14,-27.05,-6.48,9.96,-61.19,396.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2017
4970,The Conquest of Go,1264970,0.0,0.0,1.0,0.0,+2.08,-34.96,-34.83,-9.7,-35.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2020
4971,BitFlipClock,1353710,0.0,0.0,1.0,0.0,-31.64,-11.59,9.33,10.09,32.84,-27.83,6.8,-5.96,103.28,-9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2020
4972,Midnight Ride,1210110,0.0,0.0,1.0,0.0,-37.24,120.98,-30.64,-14.87,-4.49,-21.63,42.12,24.21,4.63,-35.27,-32.85,-7.97,-78.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2020
4973,Marvelous Designer 6 For Steam,528100,0.0,0.0,1.0,0.0,-2.07,-14.37,58.18,-38.15,29.19,-2.89,10.59,-6.76,-25.7,0.54,-12.19,-7.93,17.57,24.93,-6.64,-16.29,27.85,0.66,-23.14,3.01,1.16,-34.07,6.06,-15.80,-2.14,-10.16,20.8,-0.81,-5.07,-54.79,56.88,21.25,-5.06,-26.8,6.93,0.75,-3.42,-5.46,-12.47,8.9,8.01,-5.66,-35.04,-14.36,0.65,-27.98,+68.99,18.07,-17.02,11.58,-32.99,41.6,-31.3,+30.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2016
4974,Stephen's Sausage Roll,353540,0.0,0.0,1.0,0.0,-3.83,-11.64,-23.09,-43.2,-10.82,98.89,65.61,-18.75,-13.89,-53.43,74.74,-4.6,30.24,19.97,3.8,-38.65,-9.73,18.13,53.96,44.08,9.17,+6.27,-26.58,+8.72,-3.79,+6.34,-22.11,-7.45,-26.53,-10.55,62.75,4.31,-7.95,-58.1,16.51,54.41,2.5,9.81,4.5,-49.73,2.58,-6.79,40.02,33.77,-2.65,-53.66,+5.26,-53.95,796.56,-22.4,-33.51,-37.43,42.47,+153.60,-9.06,-17.66,-31.82,-26.24,0.21,-54.21,-62.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2016
