,Name,App_id,Avg_Players,Gain,Perc_Gain,Peak_Players,Last 30 Days,April 2021,March 2021,February 2021,January 2021,December 2020,November 2020,October 2020,September 2020,August 2020,July 2020,June 2020,May 2020,April 2020,March 2020,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,January 2019,December 2018,November 2018,October 2018,September 2018,August 2018,July 2018,June 2018,May 2018,April 2018,March 2018,February 2018,January 2018,December 2017,November 2017,October 2017,September 2017,August 2017,July 2017,June 2017,May 2017,April 2017,March 2017,February 2017,January 2017,December 2016,November 2016,October 2016,September 2016,August 2016,July 2016,June 2016,May 2016,April 2016,March 2016,February 2016,January 2016,December 2015,November 2015,October 2015,September 2015,August 2015,July 2015,June 2015,May 2015,April 2015,March 2015,February 2015,January 2015,December 2014,November 2014,October 2014,September 2014,August 2014,July 2014,June 2014,May 2014,April 2014,March 2014,February 2014,January 2014,December 2013,November 2013,October 2013,September 2013,August 2013,July 2013,June 2013,May 2013,April 2013,March 2013,February 2013,January 2013,December 2012,November 2012,October 2012,September 2012,August 2012,July 2012,birth
4975,Shantae: Half-Genie Hero Ultimate Edition,764300,0.0,0.0,1.0,0.0,-1.97,7.64,-7.05,-26.84,-42.06,55.89,68.5,-33.53,-30.88,-59.49,8.45,117.17,-30.07,-3.63,111.23,-43.63,10.89,223.87,-24.93,-11.33,-30.63,-31.76,87.53,-3.28,-39.02,-8.53,84.99,-23.44,-13.83,-19.12,59.99,-10.95,-29.29,-28.9,13.6,-29.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2018
4976,My Cute Fuhrer,1205960,0.0,0.0,1.0,0.0,-9.19,-47.61,16.16,361.08,24.57,-26.15,17.41,75.3,-26.45,23.89,-45.99,52.05,-55.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2020
4977,Draft Day Sports: Pro Basketball 2021,1445810,0.0,0.0,1.0,0.0,-23.04,-12.84,-16.9,-3.97,143.26,-7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2020
4978,Contrast,224460,0.0,0.0,1.0,0.0,+13.23,1.9,-35.8,25.71,7.58,2.8,-6.75,-1.17,-10.91,-4.26,-3.72,14.52,-51.89,59.69,26.89,-26.27,-19.07,11.36,33.92,-45.18,134.86,-27.05,16.01,-2.96,9.54,-6.98,-30.41,-20.3,-1.62,-5.05,0.44,-40.11,112.12,-24.72,11.27,26.6,13.28,-26.08,-23.47,-13.53,-6.19,8.98,10.8,-52.69,193.09,-48.36,+17.29,51.82,4.18,-32.78,-19.66,-8.83,5.23,+9.71,8.94,-54.98,73.89,-24.47,29.84,41.55,-5.83,-29.57,-54.76,42.02,33.96,-5.21,16.24,-64.99,286.62,-30.43,-52.59,319.31,-16.17,-29.31,-24.21,-20.13,-37.48,25.82,-36.92,505.59,-21.81,-47.07,22.15,61.2,-8.06,-23.53,-61.85,-10.63,-0.25,-34.95,+1885.18,+241.86,-46.36,+61.98,+472.77,-30.48,+20.63,-69.46,+32.23,+750.29,-76.91,,,,,,,November 2012
4979,战场英雄物语,1150850,0.0,0.0,1.0,0.0,-6.96,-8.51,-23.57,0.51,22.74,-52.97,102.12,34.69,-17.87,-8.22,-2.59,-16.48,-33.25,3.91,0.98,32.86,-36.73,-14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2019
4980,Errant Kingdom,1148730,0.0,0.0,1.0,0.0,-3.47,-13.55,-25.94,-53.69,199.66,11.57,-53.27,126.26,-61.76,79.47,-27.82,159.77,19.48,-58.95,187.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2020
4981,Sebastien Loeb Rally EVO,355060,0.0,0.0,1.0,0.0,-18.45,20.29,-12.23,-28.88,12.66,37.49,5.98,22.87,21.19,-5.91,-8.7,-44.73,1.96,19.47,5.74,-0.38,9.44,-7.07,46.92,-19.87,10.99,-14.00,21.14,-42.84,21.06,-26.07,-5.23,12.16,-2.61,-13.91,8.06,13.09,-10.25,12.63,-0.57,-14.79,-12.6,-22.42,1.81,-1.9,-12.81,16.88,-4.77,-18.26,38.3,-11.92,-7.45,0.18,-27.54,13.19,-29.8,13.84,20.15,+8.25,5.19,16.49,-15.37,7.09,1.58,-10.42,-33.61,-37.43,-40.83,424.45,1669.25,-49.49,0.69,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2015
4982,Rising Lords,835650,0.0,0.0,1.0,0.0,-4.87,-25.28,-34.7,-19.16,36.21,-60.85,317.73,56.79,-50.32,-14.06,-67.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2020
4983,Sakura Swim Club,402180,0.0,0.0,1.0,0.0,-7.93,-19.93,-5.59,-23.26,13.8,33.06,32.28,-38.45,-6.0,-42.08,2.09,158.82,-51.52,-29.56,142.05,-26.81,42.08,17.17,3.88,33.38,-30.59,+3.43,10.61,-13.44,43.39,-37.42,-4.17,-26.39,25.21,8.24,-0.63,-0.37,-12.53,-49.31,1.09,67.32,-13.16,18.94,-35.25,-29.16,-16.17,21.3,-8.87,-70.93,629.85,-29.16,-8.75,62.61,-46.1,56.54,-44.02,13.11,40.64,+12.48,-32.89,80.56,-41.1,-59.21,33.71,102.05,-43.39,+38.83,6.38,-35.74,13.22,35.74,-20.88,-75.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2015
4984,Block'hood,416210,0.0,0.0,1.0,0.0,+42.28,28.38,-31.8,-8.27,-3.3,-42.31,25.78,97.57,1.37,-31.89,-7.48,-27.39,-64.38,94.32,82.75,-13.07,28.07,-12.85,-34.2,20.24,23.3,-31.40,-40.58,+223.19,2.56,-20.95,-23.48,9.04,-46.91,43.13,53.01,8.26,-50.92,13.69,-21.94,-25.13,113.84,13.5,-34.19,-6.49,-39.25,85.84,9.46,-66.31,158.2,-36.34,-49.98,-80.27,3347.88,-21.59,-26.94,-42.82,-51.39,+425.38,-49.87,101.25,-43.19,-62.89,138.66,-69.2,212.24,-66.85,25326.83,-54.32,152.21,-66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2015
4985,Kandagawa Jet Girls,1233800,0.0,0.0,1.0,0.0,+643.50,,-61.83,5.97,-23.63,2.14,115.36,-79.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2020
4986,Mother Simulator,802730,0.0,0.0,1.0,0.0,+11.07,37.53,-17.97,-17.53,0.17,4.57,-7.27,-18.02,2.1,13.4,-2.34,14.85,-17.14,1.21,41.42,-26.78,41.5,-8.03,17.08,0.2,-22.25,+3.42,0.22,+17.81,-16.53,+6.10,-16.01,-21.71,13.47,13.73,-31.23,59.11,-47.41,-15.22,-26.17,-6.61,41.11,-18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March 2018
4987,The Secret Order 2: Masked Intent,399890,0.0,0.0,1.0,0.0,+2.91,-3.55,-36.54,1.44,-5.01,13.7,7.27,65.09,-22.58,-27.39,16.6,-16.45,17.59,-14.99,30.13,-34.09,41.4,45.31,-8.94,33.38,-24.87,-27.06,-8.53,+4.11,25.36,+17.01,9.11,-38.3,44.57,-22.09,63.83,-50.89,100.14,-39.7,10.21,11.98,21.75,-16.53,-24.74,-0.5,-1.13,1.73,-1.22,-23.7,4.06,2.9,-59.97,229.71,-25.25,29.68,-16.13,-36.14,27.11,+16.83,-43.74,0.26,155.22,-35.21,50.0,7.28,-65.06,+24.26,197.01,-18.85,54.53,-65.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2015
4988,Apotheon,208750,0.0,0.0,1.0,0.0,-1.40,-16.92,-19.99,-4.34,-5.14,-15.62,78.72,-2.08,-13.04,-40.28,57.56,-7.51,-14.41,10.82,30.94,-19.1,-14.54,10.23,43.45,10.79,-12.79,-27.26,11.45,+19.65,15.25,-14.10,-27.17,-15.95,-2.95,0.47,29.11,-15.63,-14.95,-29.43,-34.02,149.63,2.12,-1.38,-25.11,-25.92,-7.53,15.29,-45.18,31.95,113.3,-44.94,+32.55,46.14,-6.9,4.68,-24.61,-36.01,16.1,+12.17,24.31,-4.02,-13.26,-38.6,11.9,25.05,-8.03,-44.93,-35.26,-9.62,-40.46,384.06,95.09,-25.67,-17.47,-39.12,-63.73,322.26,-33.02,-27.8,-55.33,5435.55,3264.47,126.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2014
4989,Margonem,898590,0.0,0.0,1.0,0.0,+19.46,-17.68,-13.4,-17.16,16.79,4.46,-5.79,21.0,-4.29,-31.07,-23.88,9.23,-9.82,17.77,53.31,11.71,-3.12,41.53,104.66,-12.79,-21.67,-32.91,8.09,-29.75,-45.9,-28.74,-69.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2019
4990,Royal Defense,291170,0.0,0.0,1.0,0.0,+182.28,-68.19,35.64,15.3,0.23,22.42,-35.81,69.27,22.22,-32.98,45.82,-44.43,38.61,81.1,-52.05,96.4,-5.36,-33.73,3.47,-19.45,74.96,-33.64,-16.07,+121.16,-19.25,-95.71,486.18,282.94,2.76,-32.28,35.63,18.23,33.43,-30.5,-56.54,14.36,-61.84,-86.57,219.96,856.03,-94.45,2542.13,-25.37,-61.93,182.53,-62.19,+199.51,-45.79,12.47,-20.04,-31.0,31.05,5.4,-18.21,38.38,-27.13,-32.02,-6.2,-44.73,286.23,-10.38,-23.06,10.89,11.58,-23.36,-24.26,-61.46,250.66,-9.3,-18.25,-55.87,227.54,-38.06,122.47,-22.45,-52.06,-36.2,-17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2014
4991,Winning Post,628180,0.0,0.0,1.0,0.0,+21.76,-23.37,11.55,24.04,4.78,3.0,-10.89,34.25,-7.29,-24.6,-8.91,-22.82,-2.67,49.88,25.2,21.61,-30.61,-4.8,21.72,26.36,34.74,-55.49,61.29,-2.49,8.93,-21.07,3.86,48.56,-18.76,110.08,13.97,-53.83,36.4,21.25,-36.43,-5.9,-7.05,-5.31,44.64,34.54,-47.6,33.89,-15.94,-8.55,-11.25,-31.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2017
4992,Deadlight Director’s Cut,423950,0.0,0.0,1.0,0.0,-20.34,13.89,-15.07,0.05,0.25,-6.84,11.52,-21.81,32.19,-4.7,-4.84,-6.39,-22.25,-5.94,2.99,27.21,-31.2,68.65,28.18,43.81,9.41,-35.56,13.32,-6.27,-33.87,+61.36,-27.58,-1.69,-15.02,-1.74,3.58,40.7,-11.41,-27.91,-20.57,25.57,17.19,-30.23,-14.82,-12.72,-9.14,10.53,-29.59,8.19,-63.47,44.51,+307.55,-32.61,124.24,38.8,-31.19,-40.44,-60.5,+303.28,-31.36,134.41,5.17,-39.86,-38.61,7984.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2016
4993,Dropsy,274350,0.0,0.0,1.0,0.0,+406.16,-27.74,-5.77,-34.08,61.91,-1.98,10.05,-48.11,63.43,-18.24,33.84,-27.0,-49.75,149.2,48.83,-27.38,-11.85,-6.7,34.43,-62.36,50.85,+40.81,12.97,-29.25,56.89,+2.13,-7.57,-4.43,-7.36,-6.03,16.33,8.78,-14.43,-50.52,-0.06,-50.45,211.03,-42.2,55.77,-18.94,-49.29,91.55,35.78,5.51,-22.9,-51.82,+18.30,-36.71,155.93,22.83,-13.24,-33.61,0.47,+0.38,81.21,-28.84,-14.91,-26.67,-4.57,-51.65,19.94,+72.59,-45.23,41.11,2.03,10.34,-7.84,-72.25,8378.67,-40.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2015
4994,Blood price,1300270,0.0,0.0,1.0,0.0,+124.10,-54.51,55.82,-46.69,103.31,-54.24,120.0,31.24,-74.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2020
4995,Signs of Life,263200,0.0,0.0,1.0,0.0,-1.24,-10.69,9.96,-46.13,112.44,-23.15,-49.09,247.55,-28.2,-58.18,36.46,-38.31,-6.91,151.23,15.61,-19.42,-2.52,-49.86,112.67,22.8,13.88,-25.59,-63.79,+218.16,-3.82,+4.39,-5.39,-21.12,-22.24,-12.51,78.25,-30.13,13.4,-45.4,-4.5,103.28,-29.33,-3.93,-28.06,-20.16,-1.23,57.87,21.82,-12.96,27.38,-43.77,-35.81,76.09,-4.89,11.18,-40.97,37.13,-9.98,-4.75,57.64,-5.76,-44.17,-8.7,3.43,69.93,-1.99,-26.41,-5.62,-24.74,12.63,64.46,-12.91,-11.53,-33.97,-18.81,12.23,-6.01,75.77,-28.48,-1.06,-22.72,26.12,-2.76,-15.94,58.52,-16.15,-55.41,276.28,13.03,-22.4,-27.45,-63.01,,,,,,,,,,,,,,,,,,,,,February 2014
4996,Chip's Challenge 2,348300,0.0,0.0,1.0,0.0,-12.04,-4.11,3.64,-15.68,-13.79,-9.16,14.99,38.6,20.36,-14.67,-5.87,-11.57,22.22,98.75,-2.59,-15.03,9.43,7.24,-23.08,10.48,-6.53,-6.29,8.58,-8.30,22.69,-27.31,11.83,-6.96,31.89,-11.84,-8.23,13.15,-2.93,-17.64,-11.83,45.76,-29.09,4.5,22.29,30.16,-11.8,31.98,12.0,-21.89,22.13,-7.45,-17.85,49.59,-36.81,-12.7,-26.48,35.18,21.22,+27.64,26.29,-0.12,-29.92,-17.11,-2.32,0.38,-7.79,-14.96,-16.56,-11.19,40.56,-13.83,-2.62,34.53,-23.15,-40.37,-49.03,194.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2015
4997,CyberLink PowerDirector 16 Ultra,679560,0.0,0.0,1.0,0.0,+9.90,-3.7,35.7,-14.5,22.57,-36.15,31.03,-30.45,19.56,-8.81,8.19,-4.09,-8.49,-13.78,40.58,-19.72,-4.55,2.98,-15.9,49.59,-28.68,-14.76,2.68,+8.51,-13.08,+25.29,2.02,-16.61,21.64,38.71,6.46,-18.56,35.1,-30.55,73.13,102.38,-2.11,-40.26,-4.34,135.87,24.54,10.7,122.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2017
4998,Tesla vs Lovecraft,636100,0.0,0.0,1.0,0.0,-23.62,-36.42,41.95,2.68,7.08,-22.57,-29.59,-27.34,90.69,-4.71,21.4,-49.8,142.77,-37.48,46.76,-30.67,-21.5,-24.34,103.3,-47.31,77.0,-9.57,8.7,-27.04,74.63,-58.38,29.55,-22.28,-5.77,46.73,64.22,-20.04,56.72,-62.0,45.12,13.49,-62.38,22.73,-63.62,44.79,14637.85,-35.92,-38.0,2.18,178.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2017
4999,Tropical Liquor,687920,0.0,0.0,1.0,0.0,-0.94,157.62,-55.3,7.59,-4.58,16.61,59.12,-4.21,-15.48,-57.0,9.74,-24.31,121.9,-32.66,-7.82,-16.23,12.49,0.4,13.83,71.9,-24.63,-44.46,52.36,-20.66,53.59,-23.17,-37.51,-1.51,-16.52,-2.87,42.02,13.95,-9.86,-48.81,-23.76,-10.52,-30.86,-79.16,392738.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,February 2018
5000,Workers & Resources: Soviet Republic Demo,1516040,0.0,0.0,1.0,0.0,-25.09,-12.28,-56.02,-39.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January 2021
5001,To End All Wars,312360,0.0,0.0,1.0,0.0,-5.59,23.05,-8.99,-10.48,6.24,-8.89,26.29,-11.13,-21.82,5.64,7.7,-19.17,17.24,-7.39,-17.65,-15.94,18.01,22.34,-12.01,32.35,-25.31,+10.40,24.39,+17.55,-13.05,-28.44,-17.3,-3.59,0.1,12.59,44.08,-26.37,13.03,-14.91,15.83,6.35,1.96,-27.51,-7.74,-5.16,5.37,43.14,9.05,-29.64,-13.58,11.63,+58.61,-14.87,-18.23,-16.9,18.78,-14.86,34.99,-23.82,24.16,-0.96,-20.03,7.46,10.6,-7.37,-19.06,-8.16,-14.66,13.79,-20.35,13.14,-12.44,35.03,-20.32,4.5,-15.93,1.96,10.97,-11.67,5.14,15.98,4.94,-20.24,-24.95,-60.71,102.42,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2014
5002,Eon Altar,382050,0.0,0.0,1.0,0.0,+30.17,-35.96,4.37,-6.03,14.63,-4.69,51.76,-11.75,-12.33,-17.94,16.19,-29.25,22.09,-11.36,29.41,-23.41,-28.16,35.72,24.84,5.47,-12.68,+2.10,-1.56,-22.47,15.79,-8.29,9.01,-39.01,5.15,6.21,27.91,-23.85,-18.89,-17.37,16.86,14.06,4.15,-31.09,6.38,-27.56,-20.89,3.89,-28.05,-43.17,150.84,-33.39,-25.98,12.14,-65.19,207.43,57.11,-43.13,109.44,+30.75,-34.58,86.31,-25.77,-46.57,53.58,196.27,111.62,-58.44,63.07,-27.47,79.26,115.52,71.92,-66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2015
5003,Empires and Tribes,1273790,0.0,0.0,1.0,0.0,-22.20,13.5,4.26,39.16,45.02,4.84,-20.19,0.66,20.02,-35.69,1.96,-19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 2020
5004,Loot Grind Simulator,1420050,0.0,0.0,1.0,0.0,+1.04,-17.93,-22.21,-12.2,108.65,0.81,-60.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
5005,Car Trader Simulator - Welcome to the Business,1296280,0.0,0.0,1.0,0.0,-1.78,0.56,-14.42,-0.12,8.88,-22.35,-15.86,-2.43,-41.06,-38.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2020
5006,Bloodstained: Curse of the Moon 2,1257360,0.0,0.0,1.0,0.0,+13.55,-10.64,-20.91,-33.06,16.35,0.12,-34.19,-2.05,-44.42,-79.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2020
5007,The Golf Club VR,489600,0.0,0.0,1.0,0.0,-0.13,4.75,-13.53,10.83,-9.54,7.05,23.67,1.87,-6.11,-17.52,23.33,-15.55,-22.44,58.35,29.64,4.58,-16.58,8.03,-25.49,11.89,-5.76,-41.99,22.03,-4.82,27.37,+5.49,0.72,-30.04,62.56,31.25,-12.61,-25.55,14.12,-7.88,0.2,29.73,-20.82,10.47,-0.82,-10.21,1.21,39.31,-25.77,30.44,-30.96,-8.87,+0.17,-16.33,-16.18,-8.04,0.11,25.34,19.82,-10.85,-6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2016
5008,A Town Uncovered,1330190,0.0,0.0,1.0,0.0,-17.63,-29.62,-39.74,94.05,-16.9,-14.34,-65.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2020
5009,8BitMMO,250420,0.0,0.0,1.0,0.0,-3.65,11.04,-31.93,67.38,-11.11,29.12,-10.43,-18.96,40.28,-17.21,3.16,34.8,-20.29,-22.42,15.1,16.24,-31.89,-63.74,39.99,264.52,-6.99,-9.72,-6.19,-32.64,-6.48,+8.96,-9.92,0.19,5.46,-16.87,65.46,10.59,-25.21,5.72,10.01,-35.4,30.68,-20.51,10.84,-35.9,37.72,-17.2,25.54,-27.16,-9.17,8.64,-15.16,-27.57,98.39,-13.59,-15.93,-11.61,21.43,+2.58,-14.4,-2.41,-24.57,-8.12,-7.55,-17.26,-17.42,-13.57,-18.05,1.31,12.59,-6.76,2.11,-18.02,-15.87,-16.59,7.81,-3.16,-15.36,-24.46,-65.55,116.62,216.68,-23.36,4.2,-18.39,-38.48,4.79,0.31,10.78,-16.84,-24.36,-38.27,-32.79,-12.04,+17570.64,,,,,,,,,,,,,,,,,,November 2013
5010,Home Wars,645790,0.0,0.0,1.0,0.0,+3.30,-1.14,-14.91,-25.99,77.42,18.34,-7.8,9.41,-16.76,-10.19,1.4,-11.09,10.15,-15.55,31.72,-15.26,28.31,-1.76,-9.69,35.73,-38.01,-26.71,67.85,+7.89,-1.8,-10.28,-4.56,-9.65,18.88,1.53,49.39,-18.04,-3.73,-31.27,-16.59,17.29,-5.41,9.53,-16.01,4.14,-15.95,2.78,9.34,-37.93,-48.63,-63.72,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2017
5011,Heroes Tactics,465710,0.0,0.0,1.0,0.0,-19.75,-14.39,-8.17,-4.98,5.58,23.02,-12.73,10.45,-5.55,-8.63,5.93,4.96,-20.53,4.85,28.49,20.86,-29.91,-18.02,6.97,-30.06,-1.67,-1.49,-1.44,+9.12,-5.41,-11.68,-7.54,-8.89,-18.24,-12.17,-5.7,-11.15,-6.36,1.85,3.34,-16.78,-10.43,-13.87,-16.04,0.38,-9.27,-22.13,-26.45,-30.77,-26.54,-22.02,+16.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June 2017
5012,Just Dance 2017,446560,0.0,0.0,1.0,0.0,-2.75,-28.43,-3.6,-15.8,-4.6,26.31,20.83,6.78,-25.99,-39.9,30.85,-13.08,-40.36,-25.69,66.75,1.75,10.31,89.56,31.17,1.58,11.94,-51.03,49.61,+1.85,-15.59,-37.66,-19.78,-17.81,3.57,58.76,14.73,-3.08,-16.28,-39.88,18.99,23.18,-22.99,-21.05,-8.33,-37.13,23.89,112.72,19.95,-4.51,-14.34,-41.11,+28.87,20.73,-32.74,-3.57,1.48,-34.67,39.07,+5.55,299.94,1072.87,470.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 2016
5013,Super Club Soccer,744980,0.0,0.0,1.0,0.0,-1.64,4.94,-18.26,21.91,13.57,-14.46,37.06,-9.59,-26.87,-29.19,-20.55,33.51,-41.87,6.64,88.06,34.1,-24.76,-19.38,-26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2019
5014,Iron Danger,899310,0.0,0.0,1.0,0.0,+57.60,-25.39,-7.7,-47.86,37.72,-57.25,0.64,193.68,27.95,-12.06,8.93,-20.91,-60.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 2020
5015,DRAGON QUEST HEROES™ Slime Edition,410850,0.0,0.0,1.0,0.0,-38.98,-10.61,68.62,-35.12,34.41,32.21,26.48,-14.86,-29.21,-9.25,20.16,-47.3,54.57,-41.41,80.28,3.34,12.51,71.8,-20.97,-29.53,-5.47,-34.65,29.01,-5.85,56.2,-53.11,19.71,-2.35,-5.19,58.67,10.55,-17.8,10.56,-41.49,32.95,6.09,-0.98,-41.81,39.71,-45.6,38.18,65.41,-19.96,-47.96,20.51,-45.37,+55.25,-8.41,-44.15,3.4,-41.99,108.6,47.6,+67.43,-5.3,-10.54,8.59,-9.57,-58.75,0.34,19.53,-71.21,219.26,-49.59,-74.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,December 2015
5016,Card Hog,1163740,0.0,0.0,1.0,0.0,+1.69,3.18,41.0,-53.36,51.51,-18.15,-28.53,72.85,-48.87,-8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 2020
5017,The Solus Project,313630,0.0,0.0,1.0,0.0,-11.49,-5.34,-24.77,-20.53,33.2,61.93,-22.16,6.37,-8.12,-38.72,45.21,-12.09,0.89,16.65,-1.47,-27.23,11.59,-4.87,51.13,-4.12,-22.87,-32.65,29.16,+3.26,10.3,-10.75,-43.65,11.64,8.78,7.24,18.44,-23.98,16.76,-37.81,-33.11,130.62,-9.74,-20.86,-27.94,6.76,-15.21,-23.18,21.14,20.04,-7.63,-33.6,+4.29,24.46,-20.52,9.81,-36.56,-35.86,7.58,-41.50,35.12,144.79,-45.8,-41.74,-33.72,581.35,-7.08,-39.82,-1.02,21361.2,141.83,-77.02,1837.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2015
5018,Towns,221020,0.0,0.0,1.0,0.0,-0.09,-14.7,11.38,3.57,-21.23,5.83,2.7,-5.98,16.27,11.49,-41.83,8.79,-26.18,13.2,9.01,-10.48,45.17,-16.85,16.24,-3.68,5.8,-2.93,-13.71,-17.33,-5.19,+16.83,-19.5,-3.88,-5.37,16.41,-10.53,26.33,-3.23,4.47,-18.68,-4.61,14.44,-15.28,9.39,-15.45,-8.8,19.22,-1.98,5.53,-0.08,-15.67,-5.86,16.8,1.58,-13.74,-13.18,11.18,-6.39,+18.52,-11.25,-4.12,-12.45,-1.65,-1.4,-15.27,1.54,-3.31,-3.05,-12.77,7.67,-8.19,-9.57,-5.31,-4.49,-5.19,-6.09,-8.33,11.21,-17.15,1.15,-15.75,-3.72,-5.53,-3.41,-6.16,-3.48,12.0,18.75,-3.81,-22.09,-14.31,-22.9,-10.38,-14.09,-43.75,+14.17,-41.91,+91.91,-23.76,-30.59,+20.72,-34.01,+5.43,-20.99,-15.19,-9.88,-60.48,,,,,,November 2012
